item,itemLabel,startDate,endDate,psid
Q21170429,Tulia Ackson,2022-02-01,,Q21170429-d5788461-4a7c-f898-f65b-35926570f816
Q30542023,Erasto Andrew Mbwana Mang'enya,1973-11-20,1975-11-05,Q30542023-4E48C49A-FE08-41C9-9703-F6A7E05C39A5
Q4768588,Anne Makinda,2010-11-10,2015-11-16,Q4768588-E7E4B2C4-7AD5-4B36-8F70-E089CDBBE16A
Q7199602,Pius Msekwa,1994-04-28,2005-11-28,Q7199602-32B790E6-74B9-416A-9A8F-23EC969D84EE
Q7412646,Samwel John Sitta,2005-12-28,2010-01-01,Q7412646-2AA9DD1E-DBE6-41A9-84CB-E14716F3B92E
Q9032315,Job Ndugai,2015-11-17,2022-01-06,Q9032315-F2F747B2-5902-4151-ABCC-159A78433CB0
